AREA,PERIMETER,MAJORAXIS,MINORAXIS,ECCENTRICITY,CONVEX_AREA,EXTENT,CLASS
15231,525.578979492188,229.749877929687,85.0937881469727,0.928882002830505,15617,0.572895526885986,Cammeo
14656,494.311004638672,206.020065307617,91.7309722900391,0.895404994487762,15072,0.615436315536499,Cammeo
14634,501.122009277344,214.106781005859,87.7682876586914,0.912118077278137,14954,0.693258821964264,Cammeo
13176,458.342987060547,193.337387084961,87.4483947753906,0.891860902309418,13368,0.640669047832489,Cammeo
14688,507.1669921875,211.743377685547,89.3124542236328,0.906690895557404,15262,0.64602392911911,Cammeo
13479,477.015991210938,200.05305480957,86.6502914428711,0.901328325271606,13786,0.657897293567658,Cammeo
15757,509.281005859375,207.296676635742,98.3361358642578,0.880323469638824,16150,0.589708089828491,Cammeo
16405,526.570007324219,221.612518310547,95.4367065429688,0.902520596981049,16837,0.658888280391693,Cammeo
14534,483.640991210938,196.650817871094,95.0506820678711,0.875428557395935,14932,0.649651348590851,Cammeo
13485,471.570007324219,198.272644042969,87.7272872924805,0.896789312362671,13734,0.572319865226746,Cammeo
14930,499.924987792969,212.245819091797,90.0174789428711,0.90560644865036,15248,0.624372720718384,Cammeo
14626,496.585998535156,204.534133911133,92.9748687744141,0.890711545944214,15070,0.570214450359345,Cammeo
15926,522.739990234375,225.736053466797,91.0570907592773,0.915033161640167,16240,0.779768884181976,Cammeo
14076,479.677001953125,199.489151000977,90.7099838256836,0.890638887882233,14434,0.781218767166138,Cammeo
13500,476.915008544922,202.546676635742,85.4054718017578,0.906754851341248,13800,0.717703342437744,Cammeo
14349,496.946014404297,213.544021606445,86.160774230957,0.914988398551941,14678,0.666837096214294,Cammeo
15209,496.565002441406,214.050079345703,91.0263214111328,0.905072569847107,15395,0.569369554519653,Cammeo
15238,496.871002197266,208.531784057617,93.8283996582031,0.893054902553558,15487,0.732314467430115,Cammeo
13509,480.466003417969,207.137161254883,83.9401626586914,0.914210557937622,13732,0.595634937286377,Cammeo
13699,480.72900390625,197.970916748047,89.9490737915039,0.890820741653442,14178,0.672046720981598,Cammeo
13921,481.993011474609,203.444869995117,88.1258163452148,0.901313185691834,14210,0.561330616474152,Cammeo
14405,488.236999511719,204.430130004883,90.6264572143555,0.896367073059082,14742,0.763785779476166,Cammeo
13377,472.960998535156,199.940780639648,86.6828689575195,0.901133000850678,13685,0.794830679893494,Cammeo
15043,498.299011230469,206.011703491211,94.7666854858398,0.887915670871735,15414,0.58688360452652,Cammeo
14590,496.171997070313,212.10075378418,88.602409362793,0.908567845821381,14883,0.571484506130219,Cammeo
13237,466.002990722656,197.904800415039,85.7095718383789,0.901353180408478,13445,0.592418551445007,Cammeo
16226,524.205017089844,216.873260498047,96.653678894043,0.895197868347168,16748,0.648624897003174,Cammeo
13203,469.466003417969,199.341857910156,85.3895721435547,0.903609395027161,13431,0.601558208465576,Cammeo
13328,473.044006347656,201.398864746094,85.2586059570313,0.905974566936493,13588,0.780099511146545,Cammeo
14945,493.108001708984,202.046981811523,95.0794143676758,0.882356941699982,15357,0.739998042583466,Cammeo
13130,467.921997070313,196.14680480957,86.2071151733398,0.898241102695465,13462,0.574818313121796,Cammeo
13414,479.901000976563,203.085968017578,85.7368774414062,0.906516492366791,13735,0.714042365550995,Cammeo
16104,507.428985595703,206.070739746094,100.753631591797,0.872324466705322,16457,0.605413556098938,Cammeo
11827,455.221008300781,194.784454345703,78.4315338134766,0.915350496768951,12212,0.769986987113953,Cammeo
14479,475.924987792969,200.551940917969,92.1780624389649,0.88811469078064,14696,0.711428880691528,Cammeo
14306,482.247985839844,197.685791015625,94.0561065673828,0.879561126232147,14667,0.587950050830841,Cammeo
14415,488.122009277344,203.592849731445,91.0347290039062,0.894463419914246,14758,0.674102127552033,Cammeo
14415,490.066009521484,206.539245605469,90.0175323486328,0.900025427341461,14671,0.653326690196991,Cammeo
14524,480.212005615234,199.933013916016,93.3121032714844,0.884406805038452,14808,0.611279487609863,Cammeo
13780,497.428009033203,221.722900390625,79.9521331787109,0.932722568511963,14010,0.550781428813934,Cammeo
12768,464.820007324219,195.388153076172,84.3599166870117,0.901990652084351,13085,0.582987070083618,Cammeo
13047,486.368988037109,213.194473266602,79.2888717651367,0.928269326686859,13621,0.615424513816834,Cammeo
14456,492.950988769531,212.411224365234,87.3601303100586,0.911509811878204,14726,0.795028328895569,Cammeo
13973,474.007995605469,192.34928894043,93.7791442871094,0.873097240924835,14354,0.614197790622711,Cammeo
13858,482.579986572266,205.020156860352,86.9646759033203,0.905579686164856,14154,0.555921077728272,Cammeo
13148,481.721984863281,201.518890380859,84.5415344238281,0.90774530172348,13572,0.623748779296875,Cammeo
12792,462.072998046875,194.481002807617,84.7308883666992,0.900103092193604,13032,0.593927025794983,Cammeo
15778,515.273010253906,214.037841796875,95.4976654052734,0.894947290420532,16283,0.686298370361328,Cammeo
15404,509.516998291016,217.297576904297,91.3975372314453,0.907241523265839,15696,0.633700847625732,Cammeo
14911,494.088989257812,207.560241699219,92.4106063842774,0.895419716835022,15132,0.60476154088974,Cammeo
15360,504.231994628906,210.390747070312,94.7409591674805,0.892872512340546,15751,0.757657945156097,Cammeo
15746,503.230987548828,204.874435424805,99.4487075805664,0.874284982681274,16171,0.753036797046661,Cammeo
14304,489.036987304688,211.026611328125,86.8394241333008,0.911405563354492,14483,0.577729284763336,Cammeo
15136,518.643981933594,221.709106445312,88.207633972168,0.917449176311493,15469,0.529712319374085,Cammeo
12919,475.260009765625,201.815658569336,83.2062683105469,0.911053359508514,13256,0.765162289142609,Cammeo
15224,510.881988525391,213.196166992187,92.3234100341797,0.901372611522675,15686,0.639529526233673,Cammeo
12950,468.570007324219,196.616790771484,84.8003158569336,0.90220981836319,13584,0.761809527873993,Cammeo
13536,478.006011962891,203.173782348633,85.9105758666992,0.906203031539917,13810,0.552805662155151,Cammeo
15551,508.407012939453,217.015502929687,92.1518173217774,0.905365824699402,15786,0.80742472410202,Cammeo
14166,483.704986572266,204.627319335937,88.9923629760742,0.900478899478912,14412,0.766061007976532,Cammeo
13916,478.877990722656,201.639678955078,88.5609741210937,0.898387312889099,14221,0.603993058204651,Cammeo
12308,451.609008789063,193.267532348633,81.6598892211914,0.906352400779724,12488,0.724042594432831,Cammeo
15127,499.799987792969,212.903915405273,91.1516342163086,0.903714776039124,15370,0.712999641895294,Cammeo
14115,486.272003173828,207.551040649414,87.7810897827149,0.906158924102783,14422,0.600817263126373,Cammeo
17313,531.984008789063,225.534591674805,98.4435043334961,0.899709284305573,17582,0.569881498813629,Cammeo
15147,511.294006347656,216.09928894043,90.9463882446289,0.907128095626831,15637,0.534851670265198,Cammeo
16419,531.421020507813,224.065948486328,94.541130065918,0.906626343727112,16874,0.5504190325737,Cammeo
13737,484.385009765625,209.543518066406,84.1657485961914,0.915787816047668,13944,0.605207502841949,Cammeo
14053,497.052001953125,216.191864013672,84.1599349975586,0.921117961406708,14416,0.808387041091919,Cammeo
11549,440.247985839844,179.116882324219,84.4958038330078,0.881740093231201,11961,0.595401346683502,Cammeo
16490,520.318969726563,212.010757446289,101.68000793457,0.877488136291504,16873,0.629365265369415,Cammeo
14011,475.872985839844,197.728637695313,91.1590805053711,0.887383878231049,14315,0.777611255645752,Cammeo
15809,518.455017089844,221.070678710937,92.2322998046875,0.908811330795288,16079,0.814812898635864,Cammeo
12473,470.339996337891,202.442825317383,79.024299621582,0.920664966106415,12806,0.525976240634918,Cammeo
15319,506.024993896484,208.227752685547,94.8387451171875,0.890257894992828,15813,0.573702335357666,Cammeo
15498,512.703979492188,215.808349609375,92.6240310668945,0.90321147441864,15914,0.578888416290283,Cammeo
13902,479.231994628906,201.114883422852,89.1285934448242,0.896436333656311,14202,0.698698282241821,Cammeo
14837,499.832000732422,210.067245483398,91.2686462402344,0.900684654712677,15263,0.680097162723541,Cammeo
15113,493.738006591797,206.566131591797,94.1913681030274,0.8899866938591,15374,0.659035384654999,Cammeo
16091,508.830993652344,209.183883666992,99.2317581176758,0.880322515964508,16431,0.670458316802979,Cammeo
15543,507.385009765625,211.651214599609,94.5713958740234,0.894620597362518,15976,0.652930080890656,Cammeo
13683,492.975006103516,213.909194946289,83.1207046508789,0.921415269374847,14070,0.76126629114151,Cammeo
12161,445.048004150391,182.334747314453,86.272705078125,0.880978882312775,12428,0.602805614471436,Cammeo
13711,483.214996337891,203.880767822266,86.6269073486328,0.905244946479797,14097,0.561466038227081,Cammeo
12518,473.384002685547,203.922058105469,80.0076675415039,0.91981840133667,12778,0.680326104164124,Cammeo
13302,482.690002441406,209.397109985352,81.748908996582,0.920644760131836,13827,0.595327615737915,Cammeo
16418,534.989990234375,230.158584594727,91.7871780395508,0.917038023471832,16736,0.6462761759758,Cammeo
14166,491.613006591797,209.036346435547,87.5246124267578,0.908122181892395,14386,0.602295935153961,Cammeo
14988,499.355010986328,212.261978149414,90.9880752563477,0.90346622467041,15245,0.588688135147095,Cammeo
14223,480.953002929688,201.389556884766,90.3858871459961,0.893626570701599,14441,0.641947984695435,Cammeo
12518,460.721984863281,195.650924682617,82.3637390136719,0.907073199748993,12813,0.689887046813965,Cammeo
12854,474.138000488281,202.195709228516,81.746955871582,0.914628148078918,13242,0.643278956413269,Cammeo
15705,498.963989257813,208.541168212891,96.6372375488281,0.886151075363159,16009,0.773645341396332,Cammeo
14451,487.220001220703,201.294692993164,92.7395248413086,0.88754802942276,14776,0.647272229194641,Cammeo
14064,486.890014648438,204.163070678711,88.5214233398438,0.901114106178284,14388,0.648379504680634,Cammeo
13524,487.468994140625,208.153427124023,83.6142654418945,0.915773332118988,13830,0.637924551963806,Cammeo
13677,494.635009765625,219.599563598633,79.6316604614258,0.931936264038086,13936,0.532096147537231,Cammeo
12921,476.746002197266,206.222625732422,80.403678894043,0.920862376689911,13218,0.546920657157898,Cammeo
13251,460.532012939453,190.916305541992,88.99755859375,0.884700417518616,13528,0.74991512298584,Cammeo
14601,505.248992919922,215.934387207031,86.7587203979492,0.915735006332397,14991,0.668543934822083,Cammeo
15141,505.420989990234,209.593597412109,93.0923767089844,0.895949184894562,15559,0.566399812698364,Cammeo
